Date,Price,Volm
2022-06-09 13:08:00,0.015000000000004548,1484
2022-06-09 13:09:00,-0.0049999999999954525,1154
2022-06-09 13:10:00,0.015000000000004548,521
2022-06-09 13:11:00,0.029999999999994885,836
2022-06-09 13:15:00,0.004999999999999432,928
2022-06-09 13:16:00,-0.010000000000005116,874
2022-06-09 13:17:00,0.015000000000004548,915
2022-06-09 13:18:00,-0.010000000000005116,919
2022-06-09 13:19:00,-0.030000000000005116,1006
2022-06-09 13:20:00,-0.04499999999999545,186
2022-06-09 13:21:00,-0.02,838
2022-06-09 13:22:00,0.0,377
2022-06-09 13:23:00,-0.02,159
2022-06-09 13:24:00,0.0,1197
2022-06-09 13:27:00,-0.02,1457
2022-06-09 13:28:00,0.0049999999999954525,1291
2022-06-09 13:29:00,-0.015000000000004548,819
2022-06-09 13:30:00,0.0049999999999954525,1467
2022-06-09 13:31:00,-0.02,982
2022-06-09 13:34:00,-0.03499999999999034,1582
2022-06-09 13:35:00,-0.054999999999990334,1108
2022-06-09 13:36:00,-0.03499999999999033,756
2022-06-09 13:37:00,-0.01499999999999033,438
2022-06-09 13:38:00,-0.03499999999999033,1075
2022-06-09 13:39:00,-0.04999999999999488,1178
2022-06-09 13:40:00,-0.02999999999999488,619
2022-06-09 13:41:00,-0.009999999999994881,265
2022-06-09 13:42:00,-0.03499999999999033,1520
2022-06-09 13:43:00,-0.01499999999999033,1233
2022-06-09 13:44:00,0.00500000000000967,1530
2022-06-09 13:45:00,0.030000000000005123,211
2022-06-09 13:46:00,0.04500000000000967,629
2022-06-09 13:47:00,0.02500000000000967,772
2022-06-09 13:48:00,0.00500000000000967,867
2022-06-09 13:49:00,-0.01499999999999033,968
2022-06-09 13:50:00,-0.03499999999999033,1681
2022-06-09 13:51:00,-0.01499999999999033,929
2022-06-09 13:52:00,-0.03499999999999033,1003
2022-06-09 13:53:00,-0.019999999999999993,1364
2022-06-09 13:54:00,6.938893903907228e-18,788
2022-06-09 13:55:00,0.020000000000000007,729
2022-06-09 13:56:00,6.938893903907228e-18,1041
2022-06-09 13:57:00,0.02500000000000967,1026
2022-06-09 13:58:00,6.938893903907228e-18,788
2022-06-09 13:59:00,0.020000000000000007,1246
2022-06-09 14:00:00,-0.004999999999995446,1071
2022-06-09 14:01:00,-0.0299999999999909,1240
2022-06-09 14:02:00,-0.009999999999990898,588
2022-06-09 14:03:00,-0.0299999999999909,673
2022-06-09 14:08:00,-0.0499999999999909,738
2022-06-09 14:09:00,-0.0299999999999909,948
2022-06-09 14:10:00,-0.0499999999999909,1533
2022-06-09 14:11:00,-0.06499999999999545,908
2022-06-09 14:12:00,-0.08499999999999545,738
2022-06-09 14:13:00,-0.06499999999999545,641
2022-06-09 14:14:00,-0.0899999999999909,609
2022-06-09 14:15:00,-0.10999999999999091,153
2022-06-09 14:16:00,-0.1299999999999909,1428
2022-06-09 14:17:00,-0.1099999999999909,645
2022-06-09 14:18:00,-0.12499999999999545,1136
2022-06-09 14:19:00,-0.10499999999999544,163
2022-06-09 14:20:00,-0.08499999999999544,282
2022-06-09 14:21:00,-0.06499999999999544,1280
2022-06-09 14:22:00,-0.04499999999999543,614
2022-06-09 14:23:00,-0.06999999999999089,1931
2022-06-09 14:24:00,-0.049999999999990885,424
2022-06-09 14:27:00,-0.029999999999990885,860
2022-06-09 14:28:00,-0.049999999999990885,460
2022-06-09 14:29:00,-0.06499999999999544,863
2022-06-09 14:30:00,-0.08999999999999089,1753
2022-06-09 14:31:00,-0.1099999999999909,1169
2022-06-09 14:32:00,-0.1299999999999909,1085
2022-06-09 14:33:00,-0.1499999999999909,1249
2022-06-09 14:34:00,-0.16999999999999088,601
2022-06-09 14:35:00,-0.18999999999999087,715
2022-06-09 14:36:00,-0.21500000000000052,960
2022-06-09 14:41:00,-0.24000000000001018,416
2022-06-09 14:42:00,-0.26000000000001017,760
2022-06-09 14:45:00,-0.24000000000001018,668
2022-06-09 14:52:00,-0.2650000000000056,1735
2022-06-09 14:53:00,-0.24500000000000563,1106
2022-06-09 14:54:00,-0.2650000000000056,2168
2022-06-09 14:55:00,-0.24500000000000563,375
2022-06-09 15:01:00,-0.25999999999999596,611
2022-06-09 15:02:00,-0.23999999999999597,382
2022-06-09 15:03:00,-0.25999999999999596,884
2022-06-09 15:04:00,-0.23999999999999597,1140
2022-06-09 15:05:00,-0.21999999999999598,818
2022-06-09 15:06:00,-0.199999999999996,930
2022-06-09 15:07:00,-0.179999999999996,1300
2022-06-09 15:08:00,-0.16500000000000567,999
2022-06-09 15:12:00,-0.14500000000000568,967
2022-06-09 15:13:00,-0.1250000000000057,801
2022-06-09 15:14:00,-0.11000000000000114,246
2022-06-09 15:15:00,-0.08500000000000568,398
2022-06-09 15:16:00,-0.10500000000000569,946
2022-06-09 15:26:00,-0.08500000000000568,587
2022-06-09 15:27:00,-0.06500000000000568,935
2022-06-09 15:28:00,-0.045000000000005674,661
2022-06-09 15:31:00,-0.01999999999999601,557
2022-06-09 15:32:00,3.989863994746656e-15,855
2022-06-09 15:33:00,0.02000000000000399,345
2022-06-09 15:34:00,3.989863994746656e-15,846
2022-06-09 15:35:00,-0.015000000000000558,142
2022-06-09 15:37:00,-0.03999999999999601,626
2022-06-09 15:38:00,-0.015000000000000558,1354
2022-06-09 15:39:00,0.004999999999999442,887
2022-06-09 15:40:00,0.024999999999999443,1007
2022-06-09 15:41:00,0.04499999999999944,1726
2022-06-09 15:42:00,0.024999999999999443,1387
2022-06-09 15:43:00,0.009999999999994895,478
2022-06-09 15:44:00,-0.010000000000005105,190
2022-06-09 15:46:00,0.009999999999994895,402
2022-06-09 15:47:00,0.029999999999994895,938
2022-06-09 15:48:00,0.049999999999994896,856
2022-06-09 15:51:00,0.034999999999990344,407
2022-06-09 15:55:00,0.05499999999999035,609
2022-06-09 15:56:00,0.0699999999999949,1359
2022-06-09 15:57:00,0.049999999999994896,979
2022-06-09 15:58:00,0.029999999999994895,1168
2022-06-09 15:59:00,0.049999999999994896,1274
2022-06-09 16:00:00,0.029999999999994895,1066
2022-06-09 16:05:00,0.009999999999994895,908
2022-06-09 16:06:00,0.024999999999999443,851
2022-06-09 16:10:00,0.03999999999998978,1772
2022-06-09 16:11:00,0.024999999999999443,689
2022-06-09 16:14:00,0.004999999999999442,1175
2022-06-09 16:15:00,0.01999999999998978,536
2022-06-09 16:19:00,0.04499999999999944,966
2022-06-09 16:20:00,0.01999999999998978,672
2022-06-09 16:24:00,0.03999999999998978,831
2022-06-09 16:29:00,0.014999999999980116,251
2022-06-09 16:35:00,0.034999999999980116,448
2022-06-09 16:36:00,0.05499999999998012,252
2022-06-09 16:38:00,0.034999999999980116,156
2022-06-09 16:42:00,0.014999999999980116,759
2022-06-09 16:43:00,-0.005000000000019884,449
2022-06-09 16:44:00,-0.025000000000019885,988
2022-06-09 16:45:00,-0.045000000000019885,905
2022-06-09 16:46:00,-0.025000000000019885,515
2022-06-09 16:47:00,-2.443184543565735e-14,520
2022-06-09 16:48:00,-0.025000000000019885,410
2022-06-09 16:49:00,-0.045000000000019885,232
2022-06-09 16:50:00,-0.07000000000002955,1221
2022-06-09 16:51:00,-0.09000000000002956,955
2022-06-09 16:52:00,-0.11000000000002956,227
2022-06-09 16:53:00,-0.13000000000002956,628
2022-06-09 16:54:00,-0.11000000000002956,181
2022-06-09 16:55:00,-0.13000000000002956,1093
2022-06-09 16:56:00,-0.155000000000025,809
2022-06-09 16:58:00,-0.175000000000025,3682
